Supplier type;Supplier;Invoice type;Invoice number;Invoice owner;Amount
;Magna Et Institute;Small invoice;125272;Lars Walker;1980000
;Magna Et Institute;Small invoice;125273;Lars Walker;1098000
;Est Mollis Foundation;Small invoice;125274;Dennis Robertson;7394000
;Sagittis Felis LLP;Small invoice;125275;;1617000
;Fringilla Corporation;Small invoice;125277;Hunter Garcia;115000
;Libero Integer In Corp.;Small invoice;125278;Hunter Garcia;2494000
;Libero Integer In Corp.;Small invoice;125279;Hunter Garcia;6200000
;Augue Porttitor Interdum Associates;Medium invoice;125280;Hunter Garcia;22032000
;Lectus Pede Inc.;Small invoice;125281;Hunter Garcia;3480000
;Lectus Pede Inc.;Small invoice;125282;Hunter Garcia;2220000
;Non Dapibus Limited;Small invoice;125283;Hunter Garcia;6900000
;Non Dapibus Limited;Small invoice;125284;Hunter Garcia;1050000
;Eget Incorporated;Small invoice;125286;Hunter Garcia;10000
;Augue Scelerisque Corporation;Small invoice;125287;Hunter Garcia;1439000
;Non Institute;Small invoice;125288;Hunter Garcia;1350000
;Augue Ac Foundation;Small invoice;125289;Hunter Garcia;3839000
;Eleifend Nec Malesuada Limited;Small invoice;125290;Hunter Garcia;2621000
;Sed Et Libero Foundation;Small invoice;125291;Hunter Garcia;500000
;Sed Et Libero Foundation;Small invoice;125292;Cullen Combs;500000
;Dolor Fusce Company;Small invoice;125294;Cullen Combs;6200000
;Pretium Neque Limited;Small invoice;125295;Cullen Combs;5075000
;Tellus Lorem Eu Associates;Small invoice;125296;Rebecca Love;476000
;Dictum Augue Malesuada LLP;Small invoice;125297;Rebecca Love;1760000
;Dictum Augue Malesuada LLP;Small invoice;125298;Rebecca Love;1760000
;Phasellus Libero Consulting;Small invoice;125299;Rebecca Love;1737000
;Phasellus Libero Consulting;Small invoice;125300;Rebecca Love;138000
;Sagittis Felis LLP;Small invoice;125301;Dennis Robertson;1617000
;Pede Foundation;Small invoice;125302;Lars Walker;1830000
;Lorem Lorem Luctus Ltd;Partner;125303;Lars Walker;7062000
;Enim Corporation;Small invoice;125304;Kyla Jackson;5170000
;Arcu Ac Associates;Small invoice;125306;Rebecca Love;1364000
;Vel PC;Partner;125307;Rebecca Love;79644000
;Enim Nisl Elementum Associates;Small invoice;125308;Rebecca Love;40000
;Sagittis Felis LLP;Small invoice;125309;Hunter Garcia;8300000
;Commodo Incorporated;Small invoice;125310;Kyla Jackson;7120000
;Aliquam Adipiscing Lobortis Industries;Employee declaration;125311;;250000
;Accumsan Laoreet LLC;Employee declaration;125312;;160000
;Orci In Ltd;Small invoice;125313;Rebecca Love;50000
;Ac Mattis Ornare Industries;Small invoice;125314;Rebecca Love;1250000
;Lacus Corp.;Preferred supplier;125315;Cullen Combs;26571000
;Molestie Ltd;Small invoice;125316;Rebecca Love;460000
;Molestie Ltd;Small invoice;125317;Rebecca Love;1420000
;Molestie Ltd;Small invoice;125318;Rebecca Love;290000
;Id Ante Dictum Company;Small invoice;125319;Fiona Luna;130000
;Eros Corp.;Small invoice;125320;Alan Boyer;6000000
;Eros Corp.;Small invoice;125321;Fiona Luna;300000
;Eros Corp.;Small invoice;125322;Fiona Luna;8330000
;Nulla In Institute;Small invoice;125323;Rebecca Love;930000
;Vitae Sodales Institute;Small invoice;125324;Hunter Garcia;2558000
Machinery;Vestibulum Ante Corp.;Medium invoice;125326;Cruz Abbott;81958000
Technical equipment;In Consectetuer Ipsum Limited;Small invoice;125327;Alan Boyer;6159000
Technical equipment;In Consectetuer Ipsum Limited;Medium invoice;125328;Alan Boyer;14251000
;Luctus Industries;Small invoice;125329;Fiona Luna;9817000
;Adipiscing Non Ltd;Small invoice;125330;Fiona Luna;1071000
;Sit Corporation;Small invoice;125332;Fiona Luna;2261000
;Risus Odio Industries;Small invoice;125333;Alan Boyer;4819000
;Adipiscing Non Ltd;Small invoice;125334;Fiona Luna;357000
;Lacus Corp.;Preferred supplier;125336;Lars Walker;12725000
;Vel Nisl Quisque Incorporated;Small invoice;125337;Lars Walker;1074000
;Pharetra Ut Pharetra Inc.;Small invoice;125338;Macy Hurst;3135000
;Adipiscing Non Ltd;Small invoice;125340;Fiona Luna;2543000
;Adipiscing Non Ltd;Medium invoice;125341;Fiona Luna;29988000
;Molestie Sodales Consulting;High-level invoice;125342;Gary Le;531987000
;Ultricies Ornare Industries;Small invoice;125343;Fiona Luna;1996000
;Id Ante Dictum Company;Small invoice;125346;;3922000
;Per Inceptos Inc.;Small invoice;125347;Hunter Garcia;670000
Machinery;Ac Ipsum Phasellus Ltd;Small invoice;125376;Alan Boyer;2020000
Machinery;Ac Ipsum Phasellus Ltd;Small invoice;125377;Alan Boyer;2020000
Machinery;Ac Ipsum Phasellus Ltd;Small invoice;125378;Alan Boyer;7630000
Machinery;Ac Ipsum Phasellus Ltd;Small invoice;125379;Alan Boyer;2020000
Machinery;Ac Ipsum Phasellus Ltd;Small invoice;125380;Alan Boyer;2320000
;Enim Corporation;Small invoice;125388;Kyla Jackson;2080000
;Nonummy Ltd;Small invoice;125389;Lars Walker;1137000
;Velit Dui Company;Small invoice;125390;Lars Walker;1094000
;Et Ipsum Incorporated;Partner;125391;Lars Walker;13971000
;Mollis Company;Employee declaration;124448;;80000
;Feugiat Tellus Foundation;Small invoice;125392;Hunter Garcia;9280000
;Felis Corporation;Small invoice;125393;Hunter Garcia;1711000
;Augue Ac Foundation;Small invoice;125394;Hunter Garcia;590000
;Neque Sed Industries;Small invoice;125395;Rebecca Love;2380000
;Turpis In Condimentum Corporation;Small invoice;125396;Hunter Garcia;1178000
;Habitant Morbi Tristique LLP;Small invoice;125397;Hunter Garcia;1935000
;Habitant Morbi Tristique LLP;Small invoice;125398;Hunter Garcia;45000
;Lacinia Incorporated;Small invoice;125399;Hunter Garcia;141000
;Lacinia Incorporated;Small invoice;125401;Hunter Garcia;1281000
;Lectus Foundation;Medium invoice;125403;Hunter Garcia;15502000
;Fringilla Mi Lacinia LLC;Small invoice;125404;Hunter Garcia;2173000
;Eu Augue PC;Small invoice;125405;Rebecca Love;660000
;Ornare Sagittis Felis Inc.;Small invoice;125406;Cullen Combs;2780000
;Ornare Sagittis Felis Inc.;Small invoice;125407;Cullen Combs;1139000
;Ornare Sagittis Felis Inc.;Small invoice;125408;Cullen Combs;1914000
;Velit Egestas Lacinia Company;Small invoice;125409;Rebecca Love;1075000
;Rutrum Magna LLC;Small invoice;125410;Cullen Combs;60000
;Feugiat Tellus Foundation;Small invoice;125411;Rebecca Love;7020000
;Vel PC;Partner;125412;Cullen Combs;470000
;Vel PC;Partner;125413;Cullen Combs;470000
;Vel PC;Partner;125414;Cullen Combs;1090000
;Vel PC;Partner;125415;Cullen Combs;470000
;Hendrerit A Incorporated;Small invoice;125416;Rebecca Love;1250000
;Sed LLP;Small invoice;125417;Rebecca Love;900000
;Nibh Enim Foundation;Partner;125418;Rebecca Love;190000
;Nibh Enim Foundation;Partner;125419;Rebecca Love;90000
;Nibh Enim Foundation;Partner;125420;Rebecca Love;1090000
Office supplies;Vestibulum Ante Industries;Small invoice;125421;Rebecca Love;50000
;Vulputate Mauris LLC;Small invoice;125423;Rebecca Love;890000
;Feugiat Tellus Foundation;Small invoice;125424;Rebecca Love;8440000
;Feugiat Tellus Foundation;Small invoice;125425;Cullen Combs;8110000
;Ac Arcu Nunc Limited;Small invoice;125426;Cullen Combs;2140000
;Ac Arcu Nunc Limited;Small invoice;125427;Cullen Combs;4490000
Office supplies;Euismod LLC;Small invoice;125428;Rebecca Love;890000
;Vel PC;Partner;125429;Cullen Combs;470000
;Vel PC;Partner;125430;Cullen Combs;470000
;Vel PC;Partner;125431;Cullen Combs;470000
;Ante Ipsum Primis LLC;Medium invoice;125432;Rebecca Love;98436000
;Felis Corporation;Small invoice;125433;Rebecca Love;4500000
;Ornare Sagittis Felis Inc.;Small invoice;125434;Cullen Combs;7460000
;Ornare Sagittis Felis Inc.;Small invoice;125435;Rebecca Love;5048000
;Euismod Ac Industries;Small invoice;125436;Rebecca Love;5923000
;At Egestas Foundation;Small invoice;125437;Cullen Combs;113000
;Aliquet Metus Urna Inc.;Small invoice;125438;Rebecca Love;1850000
;Maecenas LLP;Small invoice;125439;Rebecca Love;228000
;Metus Facilisis Industries;Medium invoice;125440;Hunter Garcia;42802000
;Nunc Sed Corporation;Small invoice;125441;Rebecca Love;3940000
;Volutpat Ornare Ltd;Small invoice;125442;Cullen Combs;6290000
Machinery;Id Mollis Nec Ltd;Small invoice;125443;Medge Patel;111000
;Cursus Et Eros Consulting;Small invoice;125444;Kyla Jackson;132000
;Vel PC;Partner;125445;Hunter Garcia;3182000
;Metus In Lorem Incorporated;Small invoice;125448;Hunter Garcia;350000
;Vel PC;Partner;125449;Hunter Garcia;4250000
;Aliquam PC;Small invoice;125454;Fiona Luna;8530000
;Egestas Rhoncus Proin Company;Small invoice;125455;Alan Boyer;1240000
Office supplies;Semper Foundation;Small invoice;125457;Alan Boyer;1120000
Office supplies;Semper Foundation;Small invoice;125458;Alan Boyer;630000
Office supplies;Semper Foundation;Small invoice;125459;Alan Boyer;630000
Office supplies;Semper Foundation;Small invoice;125460;Alan Boyer;630000
Office supplies;Semper Foundation;Small invoice;125461;Alan Boyer;630000
Office supplies;Semper Foundation;Small invoice;125462;Alan Boyer;630000
Office supplies;Semper Foundation;Small invoice;125463;Alan Boyer;630000
Office supplies;Semper Foundation;Small invoice;125464;Alan Boyer;630000
Office supplies;Semper Foundation;Small invoice;125465;Alan Boyer;630000
Office supplies;Semper Foundation;Small invoice;125466;Alan Boyer;630000
Office supplies;Semper Foundation;Small invoice;125467;Alan Boyer;1120000
Office supplies;Semper Foundation;Small invoice;125468;Alan Boyer;1610000
Office supplies;Semper Foundation;Small invoice;125469;Alan Boyer;630000
Office supplies;Semper Foundation;Small invoice;125470;Alan Boyer;630000
;Luctus Curabitur Associates;Medium invoice;125521;Alan Boyer;15053000
;Luctus Curabitur Associates;Medium invoice;125522;Alan Boyer;14369000
;Ultricies Institute;Small invoice;125523;Lars Walker;8770000
;Gravida Inc.;Medium invoice;125524;Lars Walker;21419000
;Placerat Eget Venenatis Incorporated;Employee declaration;125526;;150000
;Placerat Eget Venenatis Incorporated;Employee declaration;125527;;1110000
;Placerat Eget Venenatis Incorporated;Employee declaration;125528;;990000
;Adipiscing Lobortis Risus LLC;Employee declaration;125529;;380000
;Ut Nulla Cras Corp.;Employee declaration;125530;;150000
;Etiam Foundation;Employee declaration;125531;;30000
;Nunc Sit Amet Consulting;Employee declaration;125533;;200000
;Ligula Nullam Feugiat Associates;Employee declaration;125534;;420000
;Metus Eu PC;Employee declaration;125535;;790000
;Metus Vivamus Euismod Industries;Employee declaration;125536;;660000
;Accumsan Laoreet LLC;Employee declaration;125537;;120000
;Volutpat Foundation;Employee declaration;125538;;2860000
;Ornare Sagittis Felis Inc.;Small invoice;125539;Hunter Garcia;2519000
;Ornare Sagittis Felis Inc.;Small invoice;125540;Hunter Garcia;1552000
;Ornare Sagittis Felis Inc.;Small invoice;125541;Hunter Garcia;207000
;Nulla At Institute;Preferred supplier;125543;Lars Walker;145441000
;Molestie Limited;Medium invoice;125544;Lars Walker;32779000
;Vel Nisl Quisque Incorporated;Small invoice;125545;Dennis Robertson;8652000
;Non Limited;Preferred supplier;125546;Dennis Robertson;5893000
;Vel Nisl Quisque Incorporated;Small invoice;125547;Dennis Robertson;2499000
;Enim Suspendisse Aliquet Associates;Small invoice;125549;Dennis Robertson;6960000
;Libero Integer In Corp.;Small invoice;125554;Dennis Robertson;2493000
;Per Conubia Foundation;Employee declaration;124807;;80000
;Pharetra Sed Foundation;Small invoice;125555;Hunter Garcia;3490000
;Per Inceptos Inc.;Small invoice;125556;Hunter Garcia;960000
;Lacus Etiam Bibendum Inc.;Small invoice;125557;Hunter Garcia;9950000
;Sed Dui Consulting;Small invoice;125559;Hunter Garcia;9827000
;Sed Dui Consulting;Small invoice;125560;Hunter Garcia;5100000
;Ac Arcu Nunc Limited;Small invoice;125562;Hunter Garcia;4060000
;Ac Arcu Nunc Limited;Small invoice;125563;;2000000
;Ridiculus Foundation;Small invoice;125564;Hunter Garcia;5510000
;Vestibulum Foundation;Small invoice;125565;Hunter Garcia;1850000
;Non Institute;Small invoice;125566;Hunter Garcia;1350000
;Nam Tempor Corporation;Small invoice;125567;Hunter Garcia;670000
;Nibh Enim Foundation;Partner;125568;Hunter Garcia;1270000
;Justo Nec Ante Consulting;Small invoice;125569;Hunter Garcia;720000
;Lacus Varius Industries;Small invoice;125570;Hunter Garcia;180000
Office supplies;Euismod LLC;Small invoice;125571;Hunter Garcia;620000
;Aliquam Adipiscing Lobortis PC;Small invoice;125572;Hunter Garcia;1137000
;Arcu Ac Orci Corporation;Small invoice;125573;Hunter Garcia;57000
;Etiam Imperdiet Corporation;Small invoice;125574;Hunter Garcia;1540000
;Vel PC;Partner;125575;Hunter Garcia;200000
;Parturient Montes Nascetur LLP;Small invoice;125576;Hunter Garcia;9456000
;Erat Sed Nunc Associates;Small invoice;125577;Hunter Garcia;8890000
;Quisque Ac Libero Company;Small invoice;125578;Hunter Garcia;8877000
;Suspendisse Company;Small invoice;125579;Rebecca Love;4140000
;Netus Et Malesuada Inc.;Small invoice;125580;Cullen Combs;2058000
;Nibh Phasellus Nulla Inc.;Small invoice;125581;Cullen Combs;8390000
;Phasellus Dolor Elit LLC;Small invoice;125582;Rebecca Love;1544000
;Ut Nulla Cras Foundation;Small invoice;125583;Rebecca Love;1246000
;Etiam Imperdiet Corporation;Small invoice;125584;Rebecca Love;840000
Office supplies;Luctus Curabitur Institute;Small invoice;125585;Cullen Combs;1184000
;Nec Institute;Small invoice;125607;Kyla Jackson;1130000
;Nec Institute;Small invoice;125608;Kyla Jackson;930000
;Nunc Id Institute;Employee declaration;125609;;260000
;Nunc Id Institute;Employee declaration;125610;;280000
;Nisi Nibh Lacinia Institute;Small invoice;125611;Cullen Combs;2240000
;Ornare Sagittis Felis Inc.;Small invoice;125612;Cullen Combs;6270000
;Metus In Lorem Incorporated;Small invoice;125613;Cullen Combs;530000
;Placerat LLC;Small invoice;125614;Cullen Combs;1500000
;Metus In Lorem Incorporated;Small invoice;125615;Cullen Combs;1030000
;Etiam Vestibulum LLP;Small invoice;125668;Hunter Garcia;90000
;Nullam Vitae Diam Consulting;Small invoice;125669;Hunter Garcia;290000
;Ut Aliquam Iaculis Industries;Small invoice;125670;Cullen Combs;4000000
;Tempor Arcu Vestibulum Ltd;Small invoice;125672;Rebecca Love;2580000
;Amet Consectetuer Industries;Small invoice;125674;Rebecca Love;1670000
;Tristique Pharetra Quisque Inc.;Small invoice;125675;Fiona Luna;1630000
;Auctor Non Feugiat Corporation;Medium invoice;125676;Fiona Luna;13325000
;Auctor Non Feugiat Corporation;Medium invoice;125677;Fiona Luna;10725000
Machinery;Ac Ipsum Phasellus Ltd;Small invoice;125678;Alan Boyer;2320000
Machinery;Ac Ipsum Phasellus Ltd;Small invoice;125679;Alan Boyer;2320000
Machinery;Ac Ipsum Phasellus Ltd;Small invoice;125680;Alan Boyer;890000
Machinery;Ac Ipsum Phasellus Ltd;Small invoice;125681;Alan Boyer;2020000
Machinery;Ac Ipsum Phasellus Ltd;Small invoice;125682;Alan Boyer;2020000
Machinery;Ac Ipsum Phasellus Ltd;Small invoice;125683;Alan Boyer;2320000
Machinery;Ac Ipsum Phasellus Ltd;Small invoice;125684;Alan Boyer;1327000
Machinery;Ac Ipsum Phasellus Ltd;Small invoice;125685;Alan Boyer;7180000
Machinery;Ac Ipsum Phasellus Ltd;Small invoice;125686;Alan Boyer;5000000
Machinery;Ac Ipsum Phasellus Ltd;Small invoice;125687;Alan Boyer;2020000
Machinery;Ac Ipsum Phasellus Ltd;Small invoice;125688;Alan Boyer;2020000
Machinery;Ac Ipsum Phasellus Ltd;Small invoice;125689;Alan Boyer;2020000
Machinery;Ac Ipsum Phasellus Ltd;Small invoice;125690;Alan Boyer;2320000
Machinery;Ac Ipsum Phasellus Ltd;Small invoice;125691;Alan Boyer;1260000
Machinery;Ac Ipsum Phasellus Ltd;Small invoice;125692;Alan Boyer;6770000
Machinery;Ac Ipsum Phasellus Ltd;Small invoice;125693;Alan Boyer;2320000
Machinery;Ac Ipsum Phasellus Ltd;Small invoice;125694;Alan Boyer;2020000
;Felis LLC;Small invoice;125727;Rebecca Love;540000
;Libero Nec Industries;Small invoice;125729;Medge Patel;4990000
;Etiam Imperdiet Corporation;Small invoice;125731;Rebecca Love;6410000
;Gravida Inc.;Small invoice;125732;Lars Walker;1187000
Office supplies;Semper Foundation;Small invoice;125735;Alan Boyer;1120000
;Ac Arcu Nunc Limited;Small invoice;125736;Cullen Combs;2000000
;Elit Pede Malesuada LLP;Employee declaration;125738;;600000
;Nec Inc.;Employee declaration;125739;;480000
;Ac Institute;Employee declaration;125740;;560000
;Mauris A Corporation;Partner;125741;Medge Patel;1445000
;Mauris A Corporation;Partner;125742;Medge Patel;9080000
;Mauris A Corporation;Partner;125743;Medge Patel;2586000
;Mauris A Corporation;Partner;125744;Medge Patel;6692000
;Mauris A Corporation;Partner;125745;Medge Patel;1905000
;Mauris A Corporation;Partner;125746;Medge Patel;3749000
;Mauris A Corporation;Partner;125747;Medge Patel;3002000
;Mauris A Corporation;Partner;125748;Medge Patel;42000
;Mauris A Corporation;Partner;125749;Medge Patel;1497000
;Mauris A Corporation;Partner;125750;Medge Patel;1955000
;Mauris A Corporation;Partner;125751;Medge Patel;9080000
;Mauris A Corporation;Partner;125752;Medge Patel;1706000
;Mauris A Corporation;Partner;125753;Medge Patel;1257000
;Mauris A Corporation;Partner;125754;Medge Patel;2154000
;Mauris A Corporation;Partner;125755;Medge Patel;2154000
